id_criterio,id_proveedor,id_obra,id_tipo_proveedor,id_corte_evaluacion,puntaje_maximo,puntaje_promedio,evaluado
Cumple con los reportes de accidentes presentados,OCAMPO SANCHEZ CARLOS ANDRES,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,5.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,OCAMPO SANCHEZ CARLOS ANDRES,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,5.00,si
Cumple con las especificaciones técnicas,MAPEI COLOMBIA S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,MAPEI COLOMBIA S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,25,24.00,si
Servicio postventa,MAPEI COLOMBIA S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,MAPEI COLOMBIA S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,20,17.50,si
Cumple con las especificaciones técnicas,GRUPO BRIOCA S.A.S,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,GRUPO BRIOCA S.A.S,CONSORCIO YDN ARN,Insumos,09/15/2025,25,25.00,si
Servicio postventa,GRUPO BRIOCA S.A.S,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,GRUPO BRIOCA S.A.S,CONSORCIO YDN ARN,Insumos,09/15/2025,20,5.00,si
Cumple con las especificaciones técnicas,TECVAL SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,TECVAL SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,25,20.00,si
Servicio postventa,TECVAL SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,20,15.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,TECVAL SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Cumple con las especificaciones técnicas del servicio,L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,20,17.00,si
Cumple con el programa de obra,L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,20,17.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,10,7.75,si
Aporta positivamente a la solución de problemas en el proyecto,L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,10,7.75,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con los aportes de seguridad social,L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el uso de los elementos de protección personal,L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple con los reportes de accidentes presentados,L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,L & MAQUINARIAS SAS,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el servicio dentro del programa establecido,GRUPO MAAR S.A.S,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,30,25.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,GRUPO MAAR S.A.S,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,25,20.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,GRUPO MAAR S.A.S,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,25,20.00,si
Cumple con todos los permisos o licencias requeridas para la prestación del servicio,GRUPO MAAR S.A.S,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,20,20.00,si
Cumple con el servicio dentro del programa establecido,VERGEL GARCIA ANTONIO,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,30,18.75,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,VERGEL GARCIA ANTONIO,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,25,18.75,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,VERGEL GARCIA ANTONIO,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,25,18.75,si
Cumple con todos los permisos o licencias requeridas para la prestación del servicio,VERGEL GARCIA ANTONIO,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,20,20.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,OCAMPO GONZALEZ ALEXANDER,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,20,16.00,si
Continuidad y rendimiento en la prestación del servicio,OCAMPO GONZALEZ ALEXANDER,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,20,16.00,si
Suministra el personal competente para el servicio que presta,OCAMPO GONZALEZ ALEXANDER,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,20,20.00,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",OCAMPO GONZALEZ ALEXANDER,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,5.00,si
Cumple oportunamente con los aportes de seguridad social,OCAMPO GONZALEZ ALEXANDER,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,OCAMPO GONZALEZ ALEXANDER,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",OCAMPO GONZALEZ ALEXANDER,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple con el uso de los elementos de protección personal,OCAMPO GONZALEZ ALEXANDER,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,OCAMPO GONZALEZ ALEXANDER,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple con los reportes de accidentes presentados,OCAMPO GONZALEZ ALEXANDER,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,OCAMPO GONZALEZ ALEXANDER,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple con las especificaciones técnicas del servicio,L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,20,20.00,si
Cumple con el programa de obra,L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,20,20.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,10,10.00,si
Aporta positivamente a la solución de problemas en el proyecto,L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,10,10.00,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con los aportes de seguridad social,L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple con el uso de los elementos de protección personal,L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple con los reportes de accidentes presentados,L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,L&D EQUIPOS Y FUNDACIONES S A S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,CAMACHO CASTELLANOS ESPERANZA,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,20,18.00,si
Continuidad y rendimiento en la prestación del servicio,CAMACHO CASTELLANOS ESPERANZA,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,20,16.00,si
Suministra el personal competente para el servicio que presta,CAMACHO CASTELLANOS ESPERANZA,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,20,18.00,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",CAMACHO CASTELLANOS ESPERANZA,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,5.00,si
Cumple oportunamente con los aportes de seguridad social,CAMACHO CASTELLANOS ESPERANZA,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,5.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,CAMACHO CASTELLANOS ESPERANZA,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,5.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",CAMACHO CASTELLANOS ESPERANZA,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple con el uso de los elementos de protección personal,CAMACHO CASTELLANOS ESPERANZA,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,CAMACHO CASTELLANOS ESPERANZA,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,5.00,si
Cumple con los reportes de accidentes presentados,CAMACHO CASTELLANOS ESPERANZA,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,5.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,CAMACHO CASTELLANOS ESPERANZA,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple con las especificaciones técnicas,SOCIEDAD FERRETERA MG S.A.S INSUMOS,CONSORCIO YDN ARN,Insumos,09/15/2025,35,31.67,si
Entrega oportuna del producto,SOCIEDAD FERRETERA MG S.A.S INSUMOS,CONSORCIO YDN ARN,Insumos,09/15/2025,25,25.00,si
Servicio postventa,SOCIEDAD FERRETERA MG S.A.S INSUMOS,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,SOCIEDAD FERRETERA MG S.A.S INSUMOS,CONSORCIO YDN ARN,Insumos,09/15/2025,20,16.67,si
Cumple con las especificaciones técnicas,TOTAL TUBES SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,TOTAL TUBES SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,25,21.67,si
Servicio postventa,TOTAL TUBES SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,20,18.33,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,TOTAL TUBES SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,20,13.75,si
Cumple con las especificaciones técnicas,KAPPA INGENIERIA ESPECIALIZADA S.A.S,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,KAPPA INGENIERIA ESPECIALIZADA S.A.S,CONSORCIO YDN ARN,Insumos,09/15/2025,25,10.00,si
Servicio postventa,KAPPA INGENIERIA ESPECIALIZADA S.A.S,CONSORCIO YDN ARN,Insumos,09/15/2025,20,15.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,KAPPA INGENIERIA ESPECIALIZADA S.A.S,CONSORCIO YDN ARN,Insumos,09/15/2025,20,10.00,si
Cumple con las especificaciones técnicas,PARQUE Y GRAMA CONSTRUCCIONES S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,PARQUE Y GRAMA CONSTRUCCIONES S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,25,25.00,si
Servicio postventa,PARQUE Y GRAMA CONSTRUCCIONES S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,20,10.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,PARQUE Y GRAMA CONSTRUCCIONES S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Cumple con las especificaciones técnicas,ORANGE CHAIN SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,ORANGE CHAIN SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,25,25.00,si
Servicio postventa,ORANGE CHAIN SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,ORANGE CHAIN SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Cumple con el servicio dentro del programa establecido,ESCORCIA REDONDO NESTOR RAFAEL,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,30,22.50,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,ESCORCIA REDONDO NESTOR RAFAEL,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,25,20.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,ESCORCIA REDONDO NESTOR RAFAEL,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,25,16.25,si
Cumple con todos los permisos o licencias requeridas para la prestación del servicio,ESCORCIA REDONDO NESTOR RAFAEL,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,20,20.00,si
Cumple con las especificaciones técnicas,AC ACEROS S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,AC ACEROS S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,25,20.00,si
Servicio postventa,AC ACEROS S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,AC ACEROS S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,20,12.50,si
Cumple con las especificaciones técnicas,COMBUSTIBLES Y DERIVADOS DE LA COSTA S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,35,33.75,si
Entrega oportuna del producto,COMBUSTIBLES Y DERIVADOS DE LA COSTA S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,25,16.25,si
Servicio postventa,COMBUSTIBLES Y DERIVADOS DE LA COSTA S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,20,15.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,COMBUSTIBLES Y DERIVADOS DE LA COSTA S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,20,11.67,si
Cumple con las especificaciones técnicas,KAIZEN GROUP INGENIERIA SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,KAIZEN GROUP INGENIERIA SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,25,23.33,si
Servicio postventa,KAIZEN GROUP INGENIERIA SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,KAIZEN GROUP INGENIERIA SAS,CONSORCIO YDN ARN,Insumos,09/15/2025,20,13.33,si
Cumple con las especificaciones técnicas del servicio,ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,20,16.00,si
Cumple con el programa de obra,ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,20,16.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,10,10.00,si
Aporta positivamente a la solución de problemas en el proyecto,ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,10,10.00,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple oportunamente con los aportes de seguridad social,ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con el uso de los elementos de protección personal,ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,0.00,si
Cumple con los reportes de accidentes presentados,ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,ULFRADES SOLUCIONES HYDRAULICAS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple con las especificaciones técnicas,MM EQUIPOS S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,MM EQUIPOS S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,25,23.33,si
Servicio postventa,MM EQUIPOS S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,MM EQUIPOS S.A.S.,CONSORCIO YDN ARN,Insumos,09/15/2025,20,6.67,si
Cumple con las especificaciones técnicas,CABRERA BARCELO GERSON DAVID,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,CABRERA BARCELO GERSON DAVID,CONSORCIO YDN ARN,Insumos,09/15/2025,25,25.00,si
Servicio postventa,CABRERA BARCELO GERSON DAVID,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,CABRERA BARCELO GERSON DAVID,CONSORCIO YDN ARN,Insumos,09/15/2025,20,16.67,si
Cumple con el servicio dentro del programa establecido,MOVILIZADOR ANDINO CARGAR S.A.S,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,30,26.25,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,MOVILIZADOR ANDINO CARGAR S.A.S,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,25,21.25,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,MOVILIZADOR ANDINO CARGAR S.A.S,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,25,21.25,si
Cumple con todos los permisos o licencias requeridas para la prestación del servicio,MOVILIZADOR ANDINO CARGAR S.A.S,CONSORCIO YDN ARN,Servicios profesionales,09/15/2025,20,20.00,si
Cumple con las especificaciones técnicas del servicio,CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,20,13.33,si
Cumple con el programa de obra,CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,20,13.33,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,10,6.67,si
Aporta positivamente a la solución de problemas en el proyecto,CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,10,6.00,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple oportunamente con los aportes de seguridad social,CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,3.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el uso de los elementos de protección personal,CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,0.00,si
Cumple con los reportes de accidentes presentados,CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,5.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,CONSTRUFELS S.A.S,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple con las especificaciones técnicas,TORNILLOS Y PARTES PLAZA S A,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,TORNILLOS Y PARTES PLAZA S A,CONSORCIO YDN ARN,Insumos,09/15/2025,25,25.00,si
Servicio postventa,TORNILLOS Y PARTES PLAZA S A,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,TORNILLOS Y PARTES PLAZA S A,CONSORCIO YDN ARN,Insumos,09/15/2025,20,16.67,si
Cumple con las especificaciones técnicas,LADRILLERA BARRANQUILLA LTDA,CONSORCIO YDN ARN,Insumos,09/15/2025,35,35.00,si
Entrega oportuna del producto,LADRILLERA BARRANQUILLA LTDA,CONSORCIO YDN ARN,Insumos,09/15/2025,25,21.67,si
Servicio postventa,LADRILLERA BARRANQUILLA LTDA,CONSORCIO YDN ARN,Insumos,09/15/2025,20,20.00,si
Entrega de certificado de calidad / ficha técnica / hoja de seguridad,LADRILLERA BARRANQUILLA LTDA,CONSORCIO YDN ARN,Insumos,09/15/2025,20,18.75,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,EMPRESA TRANSPORTADORA DE CARGA YILOMAR S.A,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,20,20.00,si
Continuidad y rendimiento en la prestación del servicio,EMPRESA TRANSPORTADORA DE CARGA YILOMAR S.A,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,20,20.00,si
Suministra el personal competente para el servicio que presta,EMPRESA TRANSPORTADORA DE CARGA YILOMAR S.A,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,20,20.00,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",EMPRESA TRANSPORTADORA DE CARGA YILOMAR S.A,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple oportunamente con los aportes de seguridad social,EMPRESA TRANSPORTADORA DE CARGA YILOMAR S.A,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,EMPRESA TRANSPORTADORA DE CARGA YILOMAR S.A,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
"Participa activamente en actividades SST: inducciones, capacitaciones, inspecciones",EMPRESA TRANSPORTADORA DE CARGA YILOMAR S.A,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple con el uso de los elementos de protección personal,EMPRESA TRANSPORTADORA DE CARGA YILOMAR S.A,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple con el reporte de todas las novedades del personal y entrega de paz y salvo de personal retirado,EMPRESA TRANSPORTADORA DE CARGA YILOMAR S.A,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,0.00,si
Cumple con los reportes de accidentes presentados,EMPRESA TRANSPORTADORA DE CARGA YILOMAR S.A,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple oportunamente con los registros solicitados del SG-SST y ambiental,EMPRESA TRANSPORTADORA DE CARGA YILOMAR S.A,CONSORCIO YDN ARN,Maquinaria y equipo,09/15/2025,5,4.00,si
Cumple con las especificaciones técnicas del servicio,BALLESTEROS CONSTRUCCIONES Y PROYECTOS S.A.S.,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,20,16.80,si
Cumple con el programa de obra,BALLESTEROS CONSTRUCCIONES Y PROYECTOS S.A.S.,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,20,16.00,si
Ofrece capacidad de respuesta ante las solicitudes de los clientes,BALLESTEROS CONSTRUCCIONES Y PROYECTOS S.A.S.,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,10,8.40,si
Aporta positivamente a la solución de problemas en el proyecto,BALLESTEROS CONSTRUCCIONES Y PROYECTOS S.A.S.,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,10,7.60,si
"Cumple oportunamente con la documentación solicitada para el ingreso del personal (EPS, ARL, AFP, etc.)",BALLESTEROS CONSTRUCCIONES Y PROYECTOS S.A.S.,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con los aportes de seguridad social,BALLESTEROS CONSTRUCCIONES Y PROYECTOS S.A.S.,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
Cumple oportunamente con la realización de exámenes ocupacionales del personal,BALLESTEROS CONSTRUCCIONES Y PROYECTOS S.A.S.,CONSORCIO YDN ARN,Mano de obra o subcontratistas,09/15/2025,5,4.00,si
